Name	YT Scope Project	
File	C:\Users\Administrator\Documents\TcXaeShell\TwinCAT_260713\ScopeLog\2026-08-20_Scope_1000mms_B.csv	
64720	-0,00722638434847732	64720	-0,016951114759033766
64730	-0,0043147900666047337	64730	-0,016366510998180067
64740	0,029142188115823933	64740	0,012644152799560271
64750	-0,0018987093154269621	64750	0,027133434204514955
64760	-0,013243814886322413	64760	0,022407491001229428
64770	-0,0028582320520097555	64770	0,0047484595601444708
64780	-0,013858875317699687	64780	0,0034900151470152944
64790	-0,0026965242966145936	64790	-0,0071513497403565395
64800	-0,0064435655153945622	64800	0,0044164360499031746
64810	-0,0024628440786671315	64810	-0,0082029998436683356
64820	-0,00630357745224068	64820	-0,010777285169972554
64830	0,0036101325867595353	64830	-0,0097216752491769125
64840	0,00390831680746552	64840	-0,014060035906319362
64850	0,0065150021884096609	64850	-0,00066014792575065477
64860	-0,0093194076574621212	64860	-0,0077340546966543086
64870	0,0032942873257789927	64870	0,0056815661946330257
64880	0,0043688303125032236	64880	0,0049326957575648164
64890	0,000450915812457308	64890	-0,0082206576918623
64900	-0,011475815833067355	64900	0,0032939145263881334
64910	-0,015865306135264268	64910	0,010650645990768452
64920	0,0021165875514069931	64920	-0,0032634295614860911
64930	-0,0061556879182415062	64930	0,013568000144155145
64940	0,0031215006153096272	64940	0,015313755491602341
64950	-0,0016575753012638219	64950	0,0036087255332698338
64960	0,012147752191074883	64960	-0,0009049110935140421
64970	0,0032663469328974423	64970	-0,00072276544363570814
64980	-0,0030944864963458572	64980	0,0035623229680440331
64990	0,013642782154866659	64990	0,0087943252480545773
65000	0,010645568642831478	65000	-0,0029913388057929845
65010	-0,0022938797982386188	65010	-0,015167746250546572
65020	-0,0015718062043824834	65020	-0,0028339104603968385
65030	-0,002591024724583015	65030	-0,0045392242570930896
65040	0,0038818790327880357	65040	-0,009495129225321048
65050	-0,016947954249119331	65050	0,013659370327081569
65060	0,0086973974983716382	65060	0,021688780811370909
65070	-0,0011146655324723515	65070	0,0076326225538263922
65080	-0,0072839137271349776	65080	0,00061278135208537817
65090	0,013988018810495141	65090	5,5977521109685266E-05
65100	0,0092151554457662477	65100	0,0069920298445219934
65110	-0,00022028100058818929	65110	0,0013684642096149936
65120	-0,013028023555737711	65120	-0,0015859965444602049
65130	-0,014998894522485458	65130	-0,0011333881430654303
65140	-0,0014302404080330567	65140	-0,0043605665598368789
65150	0,005404893824577402	65150	0,0048149252146244687
65160	0,0029986387613516476	65160	0,0035185571905799245
65170	0,0056495987721399028	65170	0,0057653244232456005
65180	-0,0016184068127324948	65180	0,012980244948514163
65190	0,0064101178098568143	65190	-0,011872304694348235
65200	0,015966202428210619	65200	0,0052988422496737537
65210	0,0093980576076919033	65210	-0,0064069917921318227
65220	0,0065247726326847361	65220	0,0010210386942420397
65230	-0,009888467058793364	65230	-0,011491317639556695
65240	0,0033767081361638952	65240	0,00073339265327054489
65250	0,0032676524885914154	65250	0,0012129595134641169
65260	-0,0014279389614141667	65260	-0,0091669718720540777
65270	0,0084545256731296866	65270	0,00078547923953032641
65280	0,0027951836332315749	65280	-0,0018501899855850545
65290	0,005166710297478185	65290	-0,0031505679406110196
65300	-0,009449225213265541	65300	-0,00035771867507285778
65310	0,0057885299179495295	65310	-0,0017691026428419596
65320	0,0016640729445406861	65320	0,0093042938115622514
65330	-0,0078584442826264041	65330	-0,017773974686256182
65340	0,0008536017759321787	65340	0,003450914660961871
65350	-0,0090458600314676351	65350	0,0019676291882839828
65360	0,0084445483480104933	65360	-0,010130155776232891
65370	-0,0018493109537221291	65370	-0,0040269090619252136
65380	-0,0060663266828774771	65380	0,010793603085311798
65390	0,0086612382837710084	65390	-0,00036057710407166714
65400	0,004214479214734332	65400	0,0017584828849920484
65410	-0,019066434246873595	65410	0,0046744342868386335
65420	0,0039337695733849213	65420	-4,263614800766075E-05
65430	-0,0010556395295099037	65430	-0,000566704963655827
65440	-0,0024894182702685968	65440	-0,017916423480561688
65450	-0,0039819495460149193	65450	0,0058094641462689972
65460	0,0026102566787283349	65460	-0,0066921797132055627
65470	-0,0045761726143459334	65470	0,003166744456943369
65480	0,010919652092301828	65480	-0,0047325448736202872
65490	0,0013266164982647132	65490	-0,010021024806369459
65500	-0,0078360378344212635	65500	0,0056163550107154866
65510	-0,0060126769261292746	65510	0,0013255069858354013
65520	0,0045662210571298986	65520	-0,0024022344611635913
65530	0,00045845326858330284	65530	0,0024013194380342311
65540	0,0076212353220108031	65540	-0,001259650107805588
65550	0,0020192423860413674	65550	-0,0028122509961679885
65560	-0,0020894516733212377	65560	0,0055183945314208121
65570	0,00895317714679544	65570	-0,0062705758470364718
65580	0,01530480423525985	65580	0,00758015143764507
65590	0,0029186376750571538	65590	-0,011399714918193415
65600	-0,00060991145962160855	65600	-0,00591520220409696
65610	0,0024299414810546442	65610	-0,0018128458696166068
65620	-0,004539342448642663	65620	-0,0087027981269399372
65630	-0,010025923401163006	65630	-0,00061739602950921764
65640	0,015548417143908925	65640	-0,0048248413461083718
65650	-0,0042713829877883639	65650	-0,0015347217202329416
65660	-0,0063447425933943064	65660	0,00081638182819284669
65670	0,00625390275899559	65670	-0,00591980994557473
65680	0,011834793353888701	65680	0,007621840193148691
65690	0,012688004760318667	65690	-0,015615631769851873
65700	0,0081778137392014075	65700	0,014154545386728003
65710	0,0011936609334312516	65710	-0,015492761411515494
65720	-0,0015843859318246689	65720	-0,00073823777784936086
65730	-0,00823988991077365	65730	0,0054606558633053187
65740	0,004835343023770612	65740	-0,0061409218447341382
65750	-0,015936114861963231	65750	0,006955728667183054
65760	0,011240903495405252	65760	0,0018144962566372695
65770	-2,582950264471567E-06	65770	0,0087881366638229413
65780	0,0011697634537336406	65780	0,007728452108399955
65790	-0,015452250149541895	65790	-0,0068649477486281887
65800	-0,015493235994299599	65800	-0,00022300938374974631
65810	0,0012951617184502294	65810	-7,77997132814322E-06
65820	-0,0053778699401438564	65820	0,0029013550479061235
65830	-0,013896830456801653	65830	-0,0020023920810150922
65840	0,0042592151569380253	65840	0,00030909394375277626
65850	-0,00679011193237786	65850	0,003009876144976741
65860	0,00562817644753994	65860	0,0053808837187235073
65870	0,0030307637981386915	65870	-0,0026870532151146249
65880	-0,023422020784752726	65880	-2,0776864736554981E-05
65890	0,019483233272437804	65890	-0,0063583161591298778
65900	0,0049375079995124249	65900	0,0068166614825600968
65910	-0,0035161678833721941	65910	-0,0029609212459716793
65920	-0,0030968866194356296	65920	0,0047283959049310518
65930	-0,017794680097983739	65930	0,0094601959757280672
65940	0,010686315238667154	65940	-0,0055779603235824367
65950	0,0023515949624382249	65950	-0,0075468998241744632
65960	-0,00093499168505083716	65960	-0,0057762632723060495
65970	0,0024924622200205387	65970	-0,0022678797047186523
65980	0,0048104865179643113	65980	-0,0091313886949077432
65990	-0,010124551133928132	65990	-0,0090473239287793827
66000	-0,0072219559822247715	66000	0,0035492340337069275
66010	-0,0051276679443645187	66010	0,012879025282092341
66020	0,010925980545789573	66020	0,0035693113421915086
66030	-0,015871739161270784	66030	0,0011157949538056333
66040	0,001875987914487265	66040	0,0014372894980554051
66050	0,013292090661659071	66050	-0,0015418475651649286
66060	-0,0024509693822832015	66060	0,0075348814302331089
66070	-0,015118577758194125	66070	0,011117985419260934
66080	0,01191050290389181	66080	0,0078091805099903119
66090	0,0069872709214754075	66090	-0,010374394092290785
66100	-0,00021507432943050856	66100	-0,0043566810733063
66110	-0,0020286049987734965	66110	0,0039918752707902849
66120	-0,0042107504882774975	66120	0,0024292389558043725
66130	-0,0073077941283579018	66130	-0,0018350945253534279
66140	0,017558677484355894	66140	0,0091942230746885813
66150	0,015197362314418286	66150	0,0059715223978322957
66160	-0,0042024127222496229	66160	-0,0042193684076123226
66170	0,001169821165409448	66170	-0,00782140409784848
66180	-0,019487362142889014	66180	-0,0063916118950876248
66190	-0,0033461813160517513	66190	0,0046445342806887471
66200	-0,011619724847848609	66200	-0,0023684251573162776
66210	0,0086784505282579347	66210	0,002105076061109535
66220	0,0027282817164130508	66220	-0,01539124870675747
66230	-0,0037260169190837175	66230	0,0114567015860726
66240	-0,0054541335094002458	66240	-0,01187308480687599
66250	-0,0060675820963943215	66250	0,0055781127850081311
66260	0,0027161466321043051	66260	-0,0010145262450367862
66270	-0,0031380735834203775	66270	0,008160592748986251
66280	0,0088830454808446254	66280	0,0032642057079714753
66290	-0,010827276786166865	66290	-0,0054850021345113024
66300	0,003075276020832649	66300	0,0085633606289686019
66310	-0,0032344182893981059	66310	0,0052086634710551052
66320	-0,0052776653037378577	66320	-0,01306354251701239
66330	0,00062693746043850258	66330	0,0052656415219684109
66340	-0,0035522485457483784	66340	-0,0052218873373552034
66350	-0,023035580053521503	66350	0,0041384211445686693
66360	-0,012106061608192125	66360	-0,0016016285983440988
66370	-0,0016754798561654182	66370	0,0058265473798326363
66380	-0,0078058537300965715	66380	-0,0074168225164840795
66390	-0,0069750786596887767	66390	-0,0016302508004547448
66400	0,0018907957370335935	66400	0,00837691406808679
66410	0,01286635301647473	66410	0,0034641295595375775
66420	0,006294490314593058	66420	-0,0024233071965421042
66430	0,0039991811230186683	66430	-0,0045581980320947369
66440	-0,0016590174759607234	66440	-0,00012641619111003854
66450	0,0030769108390366787	66450	-0,000823689189826471
66460	0,000884085068049648	66460	0,0032726727399776221
66470	-0,0029767618755106536	66470	-0,0068465912933183114
66480	-0,0086307816174450228	66480	0,0019400068960233037
66490	-0,0040351573703137208	66490	-0,01597520956421887
66500	0,00935862345004125	66500	0,00797663692671437
66510	-0,0047891308110774092	66510	0,013740439784631079
66520	0,00598991658989738	66520	0,01016679565306897
66530	-0,0048710291702248852	66530	0,0048058733298857364
66540	0,00802862677536111	66540	0,0086721740528490961
66550	0,0083824116564236509	66550	0,0047045189229718305
66560	0,00244372070715296	66560	-0,023060863916324628
66570	-0,0079554832640488949	66570	0,0055602667319725107
66580	-0,01158117208389298	66580	0,01875550573074259
66590	-0,013280484477631674	66590	-0,00058788758858387949
66600	0,00057889380406707228	66600	-0,0043801374912343745
66610	-0,00953632691103179	66610	0,036420347169131818
66620	0,0096596467727886569	66620	0,087567948864578318
66630	0,016416371453500406	66630	0,17304297256137063
66640	-0,0027873948545487992	66640	0,29839375996068462
66650	0,0016478568276361103	66650	0,48277311988102312
66660	0,014071053807259773	66660	0,6439907618366002
66670	4,100692554649093E-05	66670	0,75447380759277649
66680	-0,00636783668791446	66680	0,82201146372268008
66690	0,014852824590873196	66690	0,7949817284720031
66700	0,079122842859804157	66700	0,70709141473869086
66710	0,097443373640460934	66710	0,669280963796762
66720	0,026669021528545077	66720	0,45549444761187952
66730	0,0053621834912461232	66730	0,18882717273190261
66740	-0,034810868696637388	66740	0,22112435820076562
66750	-0,065980882501015858	66750	0,25562376776578133
66760	0,062357593839299445	66760	-0,18589702661894803
66770	-0,063733605369729912	66770	-0,4919564817176062
66780	-0,047432322171501749	66780	-0,9172944401998836
66790	-0,0017958958450974942	66790	-1,1106610098006406
66800	-0,10108078442052348	66800	-0,80887516275934246
66810	0,12318860584017652	66810	-1,068172504428577
66820	-0,063995944761055246	66820	-0,84100337990001206
66830	0,0063799244436701973	66830	-0,850832403230198
66840	0,029083823605094813	66840	-0,4490809056565907
66850	-0,032934244614169016	66850	0,030377341491135502
66860	0,12897770148667392	66860	-0,073064619698357453
66870	0,00048524360854192258	66870	0,090085825043005774
66880	0,046557937473529286	66880	0,05901586428434577
66890	-0,053030062607115486	66890	0,33227347583001959
66900	-0,055400170384383225	66900	0,3202534107823346
66910	-0,045435221461310057	66910	0,1425572532074105
66920	-0,056371230324532534	66920	0,022393983100734181
66930	0,016423451834069718	66930	-0,12581665718097246
66940	-0,033542528091714381	66940	0,092111510659220741
66950	0,052395218267629447	66950	-0,050035991494484691
66960	0,077140168819999078	66960	-0,15140922265224896
66970	0,044303082125542806	66970	-0,30470226472314088
66980	0,047482766500862514	66980	-0,29071178522009739
66990	-0,027788796520900959	66990	0,0870158539909676
67000	0,0878121401427881	67000	0,0014949569914747066
67010	-0,046757554904963132	67010	-0,0041228311127684495
67020	-0,057438290218529496	67020	-0,12243231205718225
67030	-0,004646314991585662	67030	-0,071574927832510349
67040	-0,11730657327934553	67040	0,38089033893168039
67050	0,15035369352465491	67050	0,0095793824445573553
67060	-0,041507826293142383	67060	0,024310639494323296
67070	0,0045023491328473565	67070	-0,25041624363725967
67080	0,015229087955148411	67080	-0,079156399173573408
67090	-0,030796112833398632	67090	0,11851266138435807
67100	0,14914523683278458	67100	-0,2721413556912789
67110	-0,0292745240208405	67110	-0,29674715160754933
67120	-0,0073744261719832418	67120	-0,5177978127258529
67130	-0,031347244584380166	67130	-0,40071795650663239
67140	-0,08555238952497432	67140	-0,294538208461442
67150	0,024132569181247985	67150	-0,57518272195328424
67160	-0,018204933317367281	67160	-0,70279688841331878
67170	-0,0724879271077016	67170	-0,76716112325520247
67180	-0,035506899931659855	67180	-0,90654980732497259
67190	-0,021612305408192877	67190	-0,90570576274587089
67200	0,014007338635743639	67200	-0,75041610083656951
67210	0,04777611282999731	67210	-0,48449711002690882
67220	0,0807987494443323	67220	-0,10749971804672531
67230	0,087423321910742119	67230	0,2618655485056588
67240	0,077043972338397271	67240	0,56706517535409262
67250	0,04325395134924321	67250	0,80642141979590609
67260	0,013347713278795787	67260	0,92412718267621319
67270	-0,036855918693812641	67270	0,95250181922215993
67280	-0,049164877056825582	67280	0,89746498152351573
67290	-0,060922601708152425	67290	0,81330316474005515
67300	-0,06995656242051744	67300	0,65790550154871885
67310	-0,069925636939388178	67310	0,47959907283549896
67320	-0,032879594714471772	67320	0,29434432487972439
67330	-0,024716452319229192	67330	0,12600693879243821
67340	0,0022601181290375868	67340	-0,01226608510278711
67350	0,02989324890741964	67350	-0,078653692413759718
67360	0,0404932060476035	67360	-0,11533138388310681
67370	0,036127656451163309	67370	-0,09706181229490865
67380	0,046147178659183691	67380	-0,032067882104518892
67390	0,023335899667925875	67390	0,02248192313673612
67400	0,0057520030332853219	67400	0,0769508057547368
67410	0,0075343018896416262	67410	0,12088275526026848
67420	-0,016216068739113441	67420	0,15437338368723769
67430	-0,029938236800087798	67430	0,13096603407316307
67440	-0,017274282982887457	67440	0,098098473038221168
67450	-0,025380047623500424	67450	0,061062740305009508
67460	-0,011688530001873126	67460	0,030639973757790796
67470	-0,00025166444085924193	67470	-0,009919580374895539
67480	0,002359854601249863	67480	-0,023665580187422652
67490	0,024029177909077121	67490	-0,048816923561595976
67500	0,011482644955696173	67500	-0,052061050763656733
67510	0,00354832159584313	67510	-0,043820463356309756
67520	-0,0068581692726333134	67520	-0,010134671291250671
67530	0,0091490304650932459	67530	0,0012035415519528387
67540	0,014068196085245319	67540	0,01533542722418353
67550	-0,016816216758267142	67550	0,022955763599307271
67560	-0,0056189374501515689	67560	0,037442285708324981
67570	-0,004479220013741324	67570	0,0333694648805235
67580	-0,015011882691984306	67580	0,017979038676092921
67590	-0,0064370841307416441	67590	0,014613082995126786
67600	-0,0098249721616722515	67600	0,011751625562598751
67610	-0,0040055127462913041	67610	-0,0061081979600700461
67620	0,0090374653318621486	67620	-0,0097368743057298628
67630	0,01089294271951661	67630	-0,00060842162293158115
67640	0,0074431974162133679	67640	-0,01844658159761103
67650	-0,005800901032730248	67650	-0,013182848449207108
67660	-0,021771465303697567	67660	-0,0063284932982420874
67670	0,0015849323423512789	67670	-0,0002092044920693387
67680	0,0015176906841257462	67680	0,019512307330892237
67690	0,0059361031438537491	67690	-0,0074870392839513885
67700	-0,0048396981657392573	67700	0,0050569727775326518
67710	-0,0025977684215903545	67710	-5,2476632364315856E-05
67720	0,0045767325780045132	67720	0,012643985300435961
67730	-0,0082343735081376636	67730	0,0063827653413261994
67740	-0,01031673861440047	67740	-0,0080103868070667984
67750	0,0014231609500220096	67750	-0,0049343805437274237
67760	0,010639577164222732	67760	0,0041912922006316581
67770	-0,0039974693226252581	67770	-0,0016773501571330459
67780	0,00034630452421903089	67780	0,003325255073165845
67790	0,0087603563611614432	67790	0,0043391095168312972
67800	0,0024366694735012818	67800	-0,0029171362595158518
67810	0,010965905638223838	67810	-0,0081102189627586928
67820	4,84191620177965E-05	67820	0,00014850682355589163
67830	0,011498440088037317	67830	0,0050034000238325764
67840	-0,005410967645229265	67840	-0,0039372572064371673
67850	-0,011143648331755549	67850	0,013283981520838865
67860	-0,0014227188392149121	67860	0,0033593617231043281
67870	0,0027696808003796307	67870	0,0021715127953891885
67880	0,0010154871981160754	67880	0,0010294387118979348
67890	-0,0031475075167347205	67890	0,014522329753063897
67900	0,0029365677635666033	67900	5,658518411200204E-05
67910	-0,0043030731236740069	67910	-0,0039615553795077085
67920	0,01367864241749899	67920	0,0076146482225782387
67930	0,0026462952619674767	67930	-0,0059827952697127677
67940	-0,0059240611273955728	67940	-0,016631236270403516
67950	0,012161443881940031	67950	-0,0022766109385733185
67960	-0,013539311352149221	67960	0,0046996172673936859
67970	0,0095647373032045884	67970	-0,0096353228757199063
67980	0,0073443654360468534	67980	0,012939766686177754
67990	0,0015099340379631655	67990	0,0031151206372307116
68000	-0,0038855695967013912	68000	0,018817785244881736
68010	0,0063099467936144531	68010	0,0082122739314430676
68020	-0,0036617209369364466	68020	0,0074933913374033521
68030	0,00214585033261906	68030	0,0015065895274474388
68040	0,0013086745903126101	68040	-0,004221853591710339
68050	0,0030321172527885886	68050	-0,010900147074482464
68060	0,0038719943744266946	68060	-0,00855984435919658
68070	-0,010199774753166581	68070	0,00072862985885165945
68080	-0,0030276180010276659	68080	0,011539899403535637
68090	0,0023710251943637093	68090	0,0074367952741565789
68100	-0,00902274002645572	68100	-0,0048074901231280262
68110	-0,0047666353153584156	68110	0,0033282905450309551
68120	-0,0094931073003843847	68120	-0,00012861651114554209
68130	0,0014107481321061733	68130	0,0093460297026049088
68140	0,0035616370225616143	68140	-0,0050829562675729478
68150	-0,013809368388316916	68150	-0,00050879791660800864
68160	0,00045270782676494806	68160	0,0031395038622293813
68170	-0,01458906936097742	68170	0,002819406686051113
68180	0,0027983391560327865	68180	-0,0063588507319995722
68190	0,011818724535466032	68190	-0,007164191498899939
68200	-0,0063750035462107023	68200	0,011237402662137356
68210	0,013658233522246046	68210	-0,0065763929975418516
68220	-0,00060727385180597653	68220	-0,0044750461348413472
68230	0,010229465265914147	68230	0,0054259251779455123
68240	-0,0019246582633854288	68240	-0,002220247233539295
68250	-0,0031162620938349058	68250	-0,0055701806522102017
68260	-0,018299342402136369	68260	0,0011026464303850365
68270	-0,0039997654311965548	68270	-0,0050635656329702083
68280	-0,00270714023190459	68280	0,0032299756385923621
68290	-0,0034548923873497206	68290	-0,006664949167688357
68300	-0,0034704658407015551	68300	-0,0093134202361079589
68310	0,00055586325573066481	68310	-0,0013638294822429658
68320	-0,00078838546161196009	68320	0,0080725609923199149
68330	-0,00075635353741212248	68330	0,0093253377073814082
68340	0,00324920128290518	68340	0,00041055847399624573
68350	-0,0022232703005447873	68350	0,0026141850420275952
68360	-0,0012715218567943419	68360	-0,0059828079319533475
68370	0,0082207041272976122	68370	0,00661709257104529
68380	-0,003374721021772669	68380	-0,00097766652751526679
68390	0,0038556790601576968	68390	-0,011001392453626385
68400	-0,010590736781779147	68400	-0,0035145565404738821
68410	-0,00991454434612217	68410	0,0041318457741936244
68420	0,0069547435688925314	68420	-0,005156491670643585
68430	0,00089674461603414209	68430	-0,0057100711640411805
68440	0,0038810327258952185	68440	-0,012062749443589163
68450	0,0038232970172610427	68450	-0,005197888135182631
68460	0,004114434304808047	68460	-0,016189640379832743
68470	0,0039201007019654946	68470	-0,015352690944887521
68480	0,004073006488391687	68480	-0,0014217234145897468
68490	0,0030681747697741545	68490	0,0076934779694197257
68500	-0,0047247900710349231	68500	-0,0068807402351632272
68510	0,0050765759728597067	68510	0,0012237258435426842
68520	0,010149818691407585	68520	-0,0080604640485252618
68530	-0,0020534029904966532	68530	0,00054747588472963424
68540	0,00040059604489268676	68540	0,0022510978884588435
68550	0,00015897327247648302	68550	-0,0033022794486879887
68560	0,01329325957995272	68560	-0,0070132798360992748
68570	0,0015063374219339747	68570	0,00029318759064747937
68580	-0,016651099570396406	68580	0,012616646429216708
68590	-0,0024796226824342683	68590	-0,0024906476526351438
68600	0,018258384754310377	68600	-0,007692330646304822
68610	0,0068412875965005943	68610	0,0010417625101136708
68620	-0,011258600890976295	68620	-0,0036741374242678934
68630	0,0075712087938723605	68630	0,015546749574068246
68640	0,0058511895978148945	68640	0,0007318510735277691
68650	0,0033706770211336156	68650	-0,009505480156338255
68660	0,0005519984887914607	68660	-0,0037853902244300249
68670	-0,0050654562916042428	68670	-0,0074768488552791109
68680	-0,0025152181623669316	68680	0,0036718914098348055
68690	0,015592150126300117	68690	0,0002343046618394364
68700	-0,0038231457450169739	68700	0,0023524162205984778
68710	-0,0029214947853761523	68710	0,0042803897023759785
68720	0,010583586339522864	68720	0,012891544318490768
68730	-0,0035183560640904788	68730	0,0072289966591389662
68740	0,0059278142678299379	68740	0,004590940022178502
68750	-0,0016721830654300742	68750	-0,006502345182820053
68760	-0,0015979738390780977	68760	-0,00092937253435105584
68770	0,0022065502515578538	68770	0,0028996926073948659
68780	0,0038477028247901417	68780	0,011810713805137773
68790	-0,0009081936913264496	68790	-0,003556145203275983
68800	-0,008351110232151196	68800	-0,00766633990816581
68810	0,0026831707231099382	68810	0,0044244350969810638
68820	-0,00069661389150352531	68820	-0,00346420496781571
68830	-0,005601901687915232	68830	0,0054558516779785668
68840	-0,0061608494180370949	68840	0,0097677865072812228
68850	0,0010571308777346303	68850	-0,0046069688362865725
68860	0,0065019853043049251	68860	0,008633429956987836
68870	-0,0022013845400505757	68870	-0,00052613869208550273
68880	-0,00099913250421919419	68880	0,0010693530479390912
68890	0,01131583290939534	68890	-0,0026862201570497881
68900	-0,0052202002668353814	68900	-0,0028235459621558791
68910	0,0026212459263233456	68910	-0,0069381446516369877
68920	0,004336088356570747	68920	0,014587195723241814
68930	-0,009233993527186549	68930	0,0048757749479997649
68940	0,003755324412973804	68940	0,0024928507882731603
68950	-0,0083523137685758142	68950	0,010709628351824312
68960	-0,013905487106497002	68960	-0,015414922505400816
68970	0,0071866630964105031	68970	-0,0015682114089332255
68980	5,0559333995893132E-05	68980	0,008344208351583329
68990	-0,0025117860105059366	68990	-0,0060729636593250987
69000	0,0015508575228161399	69000	0,0034389182336120663
69010	-0,0056815357400041228	69010	-0,0065834225605778431
69020	0,010458827378656842	69020	-0,007149688234698851
69030	-0,014704766616933707	69030	-0,0043792015319925092
69040	0,0040514800178976127	69040	-0,00069130469421836184
69050	0,011357601915203292	69050	0,0066412853044832913
69060	0,010886007162515058	69060	0,017271389080042682
69070	0,0085949616916927412	69070	0,0012148146975515604
69080	-0,0053060896959829023	69080	0,010541227800241198
69090	0,010061089004335619	69090	-0,0063665434316540421
69100	-0,016717763955536681	69100	-0,012127258621417263
69110	0,0084234732933274881	69110	-0,0028065817458953128
69120	0,0036431375415234149	69120	0,010666794299565538
69130	-0,0049491074050500095	69130	-0,011019205738007706
69140	0,00672146449151353	69140	0,0039066696895668149
69150	-0,0046164816965796347	69150	-0,011903055410569996
69160	-0,0070660318541916735	69160	0,0063012162236802541
69170	-0,0070017446617251554	69170	0,011275949490002815
69180	0,0054697597681577434	69180	0,0026517405775660194
69190	0,00600770078473477	69190	0,0065010867317604167
69200	-0,0059278254287450562	69200	-0,014237801581427304
69210	-0,0068296135564003138	69210	-0,0032386072088814856
69220	-0,0041209171445334572	69220	0,0079052657518732476
69230	-0,015746740594130445	69230	0,0099300951669873769
69240	0,011180645477070577	69240	-0,0033505283443027905
69250	-0,0050509508441940647	69250	0,012624695159567781
69260	-0,0025556548146008023	69260	0,00610344590233601
69270	-0,000274072738443242	69270	-0,010917584815459855
69280	-0,014745408869025747	69280	0,005618764155459555
69290	-0,0096403352815404054	69290	-0,0060576113426358
69300	0,0020285719029434564	69300	-0,0069852266983977639
69310	0,015416255789253017	69310	0,0024339313574915319
69320	-0,0011138016880224884	69320	0,0055676409406274878
69330	-0,0032166564603881248	69330	-0,0080172702039186718
69340	0,00057969734477063544	69340	0,002265411454360009
69350	0,0050962017398936584	69350	0,0042175745564302395
69360	-0,00040566129596903257	69360	-0,005444050597120784
69370	0,011567628117426041	69370	-0,0054810351967683867
69380	-0,0027450546408500339	69380	0,0044581736712339757
69390	0,00459806015792164	69390	0,0012511534825681153
69400	0,0020935129915399526	69400	0,010826811897736554
69410	-0,00488814689804117	69410	-0,0015161029393982934
69420	0,00450861630245418	69420	-0,00048485601472936056
69430	-0,0045051066129834982	69430	0,0054272687480320277
69440	0,00088591715619667014	69440	-0,0065868827862200106
69450	-0,0058865471812111778	69450	0,011115832610154549
69460	0,0049590885278081049	69460	0,009021314079025386
69470	0,00943176881186574	69470	-0,00423931098286781
69480	0,0026660038418001211	69480	0,0018212767882718874
69490	0,0025935919311456989	69490	-0,0069583348667707715
69500	-0,00589641378505083	69500	-0,0062055763750750717
69510	-0,006148534265088987	69510	-0,004009581931634516
69520	0,00097786288269123317	69520	0,013197268999917938
69530	-0,0085564713837849148	69530	0,012162581058690437
69540	-0,0037361984456416313	69540	0,005636237071818412
69550	-0,00969529659048971	69550	0,0055052385657458095
69560	0,000678634007294803	69560	0,0038297699312289705
69570	0,0052154520152444574	69570	0,0040558385025144328
69580	-0,0021001882169263976	69580	-0,002587224314122416
69590	0,00157274514016012	69590	-0,0021868350816690138
69600	0,012904833461629196	69600	-0,011228975173229875
69610	-0,016258754764698211	69610	0,0045521724015268996
69620	0,0087944027580524522	69620	-0,0079585131185125231
69630	-0,013334270085084107	69630	0,0083743679676435215
69640	-0,0089624405839968044	69640	0,0044617813490169323
69650	0,0011353105465430019	69650	-0,011087149849542325
69660	0,0042292739120984761	69660	-0,0031092066434818539
69670	-0,0026889160777062507	69670	-0,0023134269634463968
69680	0,017431223179633713	69680	0,0082795788784025583
69690	0,00169225360272164	69690	-0,014748150800608316
69700	-0,0023921936496706171	69700	-0,0057236680308775977
69710	0,00080715034152750178	69710	-0,022144455227462466
69720	-0,010002826674438196	69720	-0,084585904701940287
69730	-0,017968579477867	69730	-0,17526082785731262
69740	-0,003665539024942854	69740	-0,31934456147753215
69750	-0,0049000400371624394	69750	-0,48472779336367267
69760	-0,0013884009451338583	69760	-0,61681436930903211
69770	0,01397892879982547	69770	-0,73648539849479377
69780	0,009570263577772584	69780	-0,83729489119681644
69790	0,0013475926367760782	69790	-0,85233853875317189
69800	0,066644909427607951	69800	-0,78968320087047528
69810	0,063476209321326138	69810	-0,67179889476897459
69820	0,10049723778305356	69820	-0,34107991478834732
69830	0,036676811157771057	69830	-0,073132012975289179
69840	-0,042285127584076744	69840	-0,24715184349865246
69850	-0,00248330739131792	69850	-0,20226088093034922
69860	-0,12871357121293822	69860	0,15559967438412398
69870	-0,027489069275565554	69870	0,46659672109343292
69880	-0,012826795994345223	69880	0,90540555789684107
69890	-0,0011574174620116188	69890	0,97451073703090663
69900	0,092130106900193354	69900	0,923666446432514
69910	-0,1415327037158321	69910	1,2099890358771748
69920	0,041974555498586204	69920	0,9935044747011289
69930	0,026708724469991518	69930	0,89348377780545551
69940	-0,025238456468912811	69940	0,40801817628747361
69950	0,030387427385028479	69950	-0,00018866853237593491
69960	-0,14900530010550256	69960	0,1002356920107295
69970	0,037703005296262131	69970	-0,10652788846226097
69980	0,017828366726535535	69980	-0,13650709999598271
69990	-0,012193255145540195	69990	-0,33032101889302079
70000	-0,042761651432245237	70000	-0,26897599850079867
70010	-0,055467821571924918	70010	-0,12107027106346029
70020	0,091291908534200147	70020	-0,0060193574520112586
70030	0,028963596300150749	70030	0,078150733626162663
70040	0,026242717927853227	70040	-0,030086909443274634
70050	-0,05536093330902811	70050	0,10386224890582164
