Name	actposB	Name	actposX	Name	actveloX	Name	setposX	Name	setposB	Name	setveloX
SymbolComment	B coordinate.	SymbolComment	X coordinate.	SymbolComment	X coordinate.	SymbolComment	X coordinate.	SymbolComment	B coordinate.	SymbolComment	X coordinate.
Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	61462	IndexGroup	61462	IndexGroup	61462	IndexGroup	61462	IndexGroup	61462	IndexGroup	61462
IndexOffset	0	IndexOffset	0	IndexOffset	0	IndexOffset	0	IndexOffset	0	IndexOffset	0
SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActVelo.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetVelo.x
NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

74170	0,00666191528896645	74170	120,00165497141019	74170	0,95370139636384521	74170	120	74170	0	74170	0
74180	-0,0038786200239068177	74180	119,99844463967209	74180	-0,91761768623290563	74180	120	74180	0	74180	0
74190	0,015780091096233684	74190	120,00345360615195	74190	0,87164495860571289	74190	120	74190	0	74190	0
74200	0,012539657161120283	74200	120,00133757895929	74200	-0,1266794649539362	74200	120	74200	0	74200	0
74210	0,0048908453673795725	74210	120,00012273672121	74210	-0,28049805213043888	74210	120	74210	0	74210	0
74220	0,0028974843135221718	74220	120,00187383347348	74220	0,24909221405335155	74220	120	74220	0	74220	0
74230	-0,012026389577037392	74230	119,99611897136231	74230	-0,68388799528355393	74230	120	74230	0	74230	0
74240	0,0084628969085871215	74240	120,00207990211857	74240	0,89921666689391477	74240	120	74240	0	74240	0
74250	-0,00719312136320289	74250	119,99820563254534	74250	-0,13411075440221615	74250	120	74250	0	74250	0
74260	-0,0011336658816085215	74260	119,99926823563544	74260	0,12061670600842073	74260	120	74260	0	74260	0
74270	-0,01327342438759292	74270	120,00065748810941	74270	0,2314644574376275	74270	120	74270	0	74270	0
74280	0,016521353801571641	74280	120,00239672712969	74280	1,1849873675088496	74280	120	74280	0	74280	0
74290	0,0084329858323297	74290	120,00170940639539	74290	0,41480438478523929	74290	120	74290	0	74290	0
74300	-0,0032001576963896763	74300	119,99791752971973	74300	0,1340821820139928	74300	120	74300	0	74300	0
74310	-0,0028899548220608783	74310	120,00045926344775	74310	-0,47901257980874651	74310	120	74310	0	74310	0
74320	-0,0020434403070527262	74320	120,00099791405528	74320	0,16001141480846232	74320	120	74320	0	74320	0
74330	-0,003283193469637154	74330	119,99771491761602	74330	0,051372305935499629	74330	120	74330	0	74330	0
74340	0,0047490087542293559	74340	120,00065466093977	74340	0,0815866699210799	74340	120	74340	0	74340	0
74350	0,00670584084331861	74350	120,00011587083233	74350	1,0743291971560427	74350	120	74350	0	74350	0
74360	0,0031605368468091994	74360	120,00104803975042	74360	-0,23207787962644838	74360	120	74360	0	74360	0
74370	-0,0036567948372547262	74370	119,99983080209329	74370	-0,98707269605329939	74370	120	74370	0	74370	0
74380	0,012069342199419681	74380	120,00153579009393	74380	0,23459495145730464	74380	120	74380	0	74380	0
74390	0,00027283350516759373	74390	119,9999574124722	74390	-0,30249054658102426	74390	120	74390	0	74390	0
74400	-0,0066326133670761142	74400	119,99859814756232	74400	-0,7759661721841471	74400	120	74400	0	74400	0
74410	-0,00065151316086586939	74410	119,99988099558328	74410	-0,091272795116070018	74410	120	74410	0	74410	0
74420	-0,0016615977597461708	74420	119,99956840959017	74420	1,2664450282254343	74420	120	74420	0	74420	0
74430	0,00167860918964317	74430	119,99955144201815	74430	0,036275314652605084	74430	120	74430	0	74430	0
74440	-0,00022604387866773023	74440	120,00102778653361	74440	0,38781961084958783	74440	120	74440	0	74440	0
74450	0,0030075844548977868	74450	120,00152691946018	74450	0,32528460477773136	74450	120	74450	0	74450	0
74460	0,00047791291310916753	74460	119,99878413146146	74460	0,26484879570901365	74460	120	74460	0	74460	0
74470	0,00069557564242042429	74470	120,00018755753111	74470	0,67921827158501991	74470	120	74470	0	74470	0
74480	-0,0073004682417858475	74480	119,99619461999984	74480	-0,44243242949106654	74480	120	74480	0	74480	0
74490	-0,0028423592815660882	74490	120,00150559390235	74490	0,15456352961391318	74490	120	74490	0	74490	0
74500	-0,0016226176282168846	74500	120,00056616418537	74500	-0,011981739301044098	74500	120	74500	0	74500	0
74510	-0,0016646448777199847	74510	120,00019933088223	74510	0,13326018908027021	74510	120	74510	0	74510	0
74520	0,0021850646420264077	74520	120,00134229892022	74520	0,35637197090854678	74520	120	74520	0	74520	0
74530	0,01316584002641367	74530	120,00201224278193	74530	0,011040581552790085	74530	120	74530	0	74530	0
74540	-0,0027401842878815967	74540	120,00123695183767	74540	-0,11084271068258692	74540	120	74540	0	74540	0
74550	-0,0031083591667455937	74550	120,00102643958778	74550	-0,1038334906734902	74550	120	74550	0	74550	0
74560	-0,0031270313483865424	74560	120,00022073122206	74560	-0,23506463873478228	74560	120	74560	0	74560	0
74570	-0,0062954128746610365	74570	119,9992679658621	74570	-0,31112900411524991	74570	120	74570	0	74570	0
74580	0,0083904225968693871	74580	119,99968425020249	74580	0,4819050285496253	74580	120	74580	0	74580	0
74590	-0,022919955329830814	74590	119,99509833097146	74590	-1,3017454516035178	74590	120	74590	0	74590	0
74600	-0,00075966184930852294	74600	119,99805006285895	74600	-0,20818304397862231	74600	120	74600	0	74600	0
74610	0,0033179942793611552	74610	120,00033618778836	74610	0,49477168990630532	74610	120	74610	0	74610	0
74620	0,00419423443155016	74620	120,0007514688503	74620	0,15129691514147942	74620	120	74620	0	74620	0
74630	0,013108216194321331	74630	120,00278892965693	74630	0,82805741598869931	74630	120	74630	0	74630	0
74640	0,0047985796218990183	74640	120,00359904323025	74640	0,82590529511963706	74640	120	74640	0	74640	0
74650	0,01316688350737941	74650	120,0027793120378	74650	1,1529640992125976	74650	120	74650	0	74650	0
74660	0,0084684425666830959	74660	120,00002283875747	74660	-1,3351733646865229	74660	120	74660	0	74660	0
74670	-0,0077748522932126916	74670	119,99950587511866	74670	0,13379236488397373	74670	120	74670	0	74670	0
74680	-0,014934368157681451	74680	119,99589889361171	74680	-0,70956231473484754	74680	120	74680	0	74680	0
74690	-0,0091904135482358436	74690	119,99785620088387	74690	0,27618143636804787	74690	120	74690	0	74690	0
74700	0,0033199766872927259	74700	119,99954807593394	74700	0,60366322676346607	74700	120	74700	0	74700	0
74710	-0,0048236351228335122	74710	119,9987865430879	74710	-0,4837909888429498	74710	120	74710	0	74710	0
74720	-0,00049752540487610841	74720	120,00284973504658	74720	1,0830480106926592	74720	120	74720	0	74720	0
74730	0,0046531243601884553	74730	120,0009247079916	74730	0,24024272365974708	74730	120	74730	0	74730	0
74740	0,012978133429969658	74740	120,00366886583285	74740	0,29290346864811556	74740	120	74740	0	74740	0
74750	0,0034116348878683862	74750	120,00038770433855	74750	0,4248992056961638	74750	120	74750	0	74750	0
74760	-0,0046843951334776222	74760	119,99756793563623	74760	-0,83177166939169966	74760	120	74760	0	74760	0
74770	-0,00209168279608587	74770	119,99787839323307	74770	-1,1452918793428584	74770	120	74770	0	74770	0
74780	-0,0053888934134536286	74780	119,99718824863317	74780	-1,2724089390726983	74780	120	74780	0	74780	0
74790	-0,0030076543530015982	74790	119,99822801182485	74790	0,44881938162119178	74790	120	74790	0	74790	0
74800	-0,00575767765533236	74800	119,99670749139226	74800	-0,51956069483849787	74800	120	74800	0	74800	0
74810	-0,009760553770419322	74810	119,99777905324403	74810	-0,37694720624913619	74810	120	74810	0	74810	0
74820	-0,0049596436860277014	74820	120,00107974982439	74820	-0,35420163140276112	74820	120	74820	0	74820	0
74830	0,017262213015539315	74830	120,00030705472477	74830	0,15439877188700762	74830	120	74830	0	74830	0
74840	-0,0078389045107686191	74840	119,99845664879935	74840	-0,13871986512406842	74840	120	74840	0	74840	0
74850	0,000349376432107324	74850	119,99960137264372	74850	-0,17232604770628118	74850	120	74850	0	74850	0
74860	0,013616446895162922	74860	120,00045273709199	74860	-0,22964773894884832	74860	120	74860	0	74860	0
74870	-0,0004624546840117974	74870	119,99988226122031	74870	0,266974188968691	74870	120	74870	0	74870	0
74880	-0,013398621483474135	74880	119,99871318265838	74880	-1,3647902492178337	74880	120	74880	0	74880	0
74890	0,0020114065978602902	74890	120,00216593752423	74890	1,087575601022343	74890	120	74890	0	74890	0
74900	0,0002757733069242519	74900	119,99853071995833	74900	0,074029573437820961	74900	120	74900	0	74900	0
74910	0,01035843772498958	74910	120,00034739294696	74910	0,57745581135087665	74910	120	74910	0	74910	0
74920	-0,011532243889206673	74920	119,9994659623929	74920	0,72891174850362006	74920	120	74920	0	74920	0
74930	0,0051179481818047741	74930	119,99827732673936	74930	-0,28712633143079119	74930	120	74930	0	74930	0
74940	0,013629242643799971	74940	120,00286629006818	74940	1,1349122635007221	74940	120	74940	0	74940	0
74950	0,012753368887438183	74950	120,00274710982939	74950	0,61782271263934763	74950	120	74950	0	74950	0
74960	0,0002601713505187887	74960	120,00113063716239	74960	-0,222368124584005	74960	120	74960	0	74960	0
74970	-0,0021403203487245048	74970	120,00001276458661	74970	0,035276566030396694	74970	120	74970	0	74970	0
74980	0,0033114626556479108	74980	119,99978637707181	74980	0,4371407648943052	74980	120	74980	0	74980	0
74990	-0,0080977563275516085	74990	119,99941378935216	74990	0,647273427050808	74990	120	74990	0	74990	0
75000	0,0038941935606012371	75000	119,9982863824155	75000	-0,22378794948065417	75000	120	75000	0	75000	0
75010	-0,0016398499576775038	75010	119,99944847255922	75010	-0,0086543213429376431	75010	120	75010	0	75010	0
75020	-0,008327492837539939	75020	119,99737888454483	75020	0,014163009098466142	75020	120	75020	0	75020	0
75030	0,00088282305615595611	75030	119,99924973360855	75030	-0,3951952675893845	75030	120	75030	0	75030	0
75040	0,0025193645930750397	75040	120,00133415337004	75040	0,63056701964053374	75040	120	75040	0	75040	0
75050	0,015691547901742365	75050	120,00347271901205	75050	1,0789616913338993	75050	120	75050	0	75050	0
75060	0,0038692088306418815	75060	120,00587910116657	75060	0,78111569067534115	75060	120,00833333333334	75060	0	75060	2,5
75070	-0,0068228681141745033	75070	120,05671723665265	75070	7,7271781063640308	75070	120,06666666666666	75070	0	75070	10
75080	-0,032617452723848826	75080	120,19595119569355	75080	17,610189773491584	75080	120,225	75080	0	75080	22,5
75090	-0,092135434862412754	75090	120,47668734063491	75090	33,1533279442465	75090	120,53333333333333	75090	0	75090	40
75100	-0,15378754626334268	75100	120,95104942109167	75100	54,129433854894195	75100	121,04166666666667	75100	0	75100	62,500000000000007
75110	-0,23821667420062553	75110	121,67201233360059	75110	80,7781306705902	75110	121,8	75110	0	75110	89,999999999999986
75120	-0,31385194499431446	75120	122,6935353363897	75120	111,82558383326828	75120	122,85319741504956	75120	0	75120	120,21887242357312
75130	-0,35156191045873608	75130	124,00719804009283	75130	140,5714823960852	75130	124,1882805719688	75130	0	75130	145,96442562694068
75140	-0,35673132683150155	75140	125,5767299733708	75140	165,06744315410981	75140	125,75581926092171	75140	0	75140	166,70997883030827
75150	-0,2987795725287955	75150	127,35148988727707	75150	182,92646197506696	75150	127,50581348190829	75150	0	75150	182,45553203367589
75160	-0,16242711927666964	75160	129,28548469590356	75160	196,71331643332971	75160	129,38826323492856	75160	0	75160	193,20108523704346
75170	-0,0040706687735405766	75170	131,30346029142572	75170	204,32147511851946	75170	131,35316851998249	75170	0	75170	198,94663844041105
75180	0,1714096422621724	75180	133,35756272991486	75180	205,41486076313294	75180	133,35088935932649	75180	0	75180	200
75190	0,32514884040384229	75190	135,40232075533282	75190	203,62956866060324	75190	135,35088935932649	75190	0	75190	200
75200	0,44909605515526962	75200	137,42226120808974	75200	200,6997750861828	75200	137,35088935932649	75200	0	75200	200
75210	0,48389717881997968	75210	139,40140886895006	75210	197,78467452126458	75210	139,35088935932649	75210	0	75210	200
75220	0,41695029782803439	75220	141,35879927523482	75220	195,30910721942908	75220	141,35088935932649	75220	0	75220	200
75230	0,29603048844217583	75230	143,3034688067828	75230	194,19614954832585	75230	143,35088935932649	75230	0	75230	200
75240	0,15612295148966329	75240	145,25101722772919	75240	195,79733920060673	75240	145,35088935932649	75240	0	75240	200
75250	0,025895408665514735	75250	147,20906865033905	75250	195,9839708964675	75250	147,35088935932649	75250	0	75250	200
75260	-0,07030480885380451	75260	149,18742822539423	75260	198,67951101549022	75260	149,35088935932649	75260	0	75260	200
75270	-0,12065321911392452	75270	151,17934714691356	75270	200,86898287080206	75270	151,35088935932649	75270	0	75270	200
75280	-0,11244315461301715	75280	153,19974598035137	75280	203,15361872880655	75280	153,35088935932649	75280	0	75280	200
75290	-0,097324982650438721	75290	155,21887856725547	75290	202,71499020519639	75290	155,35088935932649	75290	0	75290	200
75300	-0,04638065362094157	75300	157,24619547114656	75300	202,7718716124343	75300	157,35088935932649	75300	0	75300	200
75310	0,0060285823443600511	75310	159,27100381456475	75310	202,54384097138774	75310	159,35088935932649	75310	0	75310	200
75320	0,064920671470913391	75320	161,28437486060841	75320	201,61545907951128	75320	161,35088935932649	75320	0	75320	200
75330	0,062740843800558319	75330	163,28434806619413	75330	200,31708820925516	75330	163,35088935932649	75330	0	75330	200
75340	0,053427696552910957	75340	165,2764296537558	75340	200,04678986306951	75340	165,35088935932646	75340	0	75340	200
75350	0,05000036732968817	75350	167,26362126701187	75350	198,41714509959476	75350	167,35088935932649	75350	0	75350	200
75360	0,039767032671758323	75360	169,25270598801924	75360	199,11038158763486	75360	169,35088935932649	75360	0	75360	200
75370	0,022590634551365386	75370	171,24195920490507	75370	199,606983009762	75370	171,35088935932649	75370	0	75370	200
75380	0,014126404673026935	75380	173,23413444814307	75380	199,30658028925697	75380	173,35088935932649	75380	0	75380	200
75390	0,001384694118135269	75390	175,23211216824012	75390	199,77872567196471	75390	175,35088935932649	75390	0	75390	200
75400	-0,0102358366149795	75400	177,2352224015533	75400	199,72999839478149	75400	177,35088935932646	75400	0	75400	200
75410	-0,014095315510496831	75410	179,24024120226727	75410	200,35188454332288	75410	179,35088935932649	75410	0	75410	200
75420	-0,016660336339482832	75420	181,24944697233187	75420	200,91805851694849	75420	181,35088935932649	75420	0	75420	200
75430	0,010782597334420998	75430	183,26459899302603	75430	200,94994271052585	75430	183,35088935932649	75430	0	75430	200
75440	0,026537786844589753	75440	185,27123049875149	75440	199,13371096075397	75440	185,35088935932649	75440	0	75440	200
75450	0,02407389601731505	75450	187,27139240412728	75450	200,19881704010436	75450	187,35088935932649	75450	0	75450	200
75460	0,006133374920664774	75460	189,25584002060342	75460	197,42704881640236	75460	189,35088935932646	75460	0	75460	200
75470	-0,00983890723713513	75470	191,24707046381826	75470	197,71914717423269	75470	191,35088935932646	75470	0	75470	200
75480	0,025789971158229296	75480	193,24680725176975	75480	200,97900256228451	75480	193,35088935932649	75480	0	75480	200
75490	-0,0071701202645863922	75490	195,23895813958038	75490	199,92327473320512	75490	195,35088935932649	75490	0	75490	200
75500	0,007970003895104506	75500	197,24253188058393	75500	199,72490345526282	75500	197,35088935932649	75500	0	75500	200
75510	-0,0075823192847688471	75510	199,24598582632916	75510	201,18966185335009	75510	199,35088935932649	75510	0	75510	200
75520	-0,0087409598558173037	75520	201,25541570465359	75520	201,28979170802867	75520	201,35088935932646	75520	0	75520	200
75530	-0,01091890291712992	75530	203,25779476779744	75530	199,85929462928081	75530	203,35088935932646	75530	0	75530	200
75540	0,0049954465714806325	75540	205,26088028765233	75540	200,19896374531277	75540	205,35088935932646	75540	0	75540	200
75550	0,0092952742728185031	75550	207,25965130085655	75550	200,49438607727663	75550	207,35088935932646	75550	0	75550	200
75560	-0,011577361270565228	75560	209,25303912976378	75560	199,58114384350685	75560	209,35088935932649	75560	0	75560	200
75570	-0,02851315449797941	75570	211,25094854999335	75570	199,69917439797314	75570	211,35088935932649	75570	0	75570	200
75580	-0,026028035972302958	75580	213,24939112555316	75580	200,00570057695276	75580	213,35088935932649	75580	0	75580	200
75590	-0,016170527106582233	75590	215,24601878035276	75590	199,81320216902498	75590	215,35088935932649	75590	0	75590	200
75600	0,015532952057163089	75600	217,24907447842702	75600	200,50437398629083	75600	217,35088935932649	75600	0	75600	200
75610	0,003101039487911455	75610	219,2389151955349	75610	199,48305477535646	75610	219,35088935932649	75610	0	75610	200
75620	0,00549348463992343	75620	221,24247959512172	75620	199,956773258899	75620	221,35088935932646	75620	0	75620	200
75630	0,02039063945003726	75630	223,2467645660652	75630	200,6473088134893	75630	223,35088935932646	75630	0	75630	200
75640	0,032192724216194776	75640	225,24957102711136	75640	200,34412037336864	75640	225,35088935932646	75640	0	75640	200
75650	0,016665203668150958	75650	227,250386815998	75650	200,06522309278404	75650	227,35088935932646	75650	0	75650	200
75660	0,0074654465811964986	75660	229,26124770421285	75660	201,37515775606349	75660	229,35088935932646	75660	0	75660	200
75670	0,006183339120556579	75670	231,26964074184613	75670	200,02192791181466	75670	231,35088935932646	75670	0	75670	200
75680	0,012513803393128272	75680	233,27583224782842	75680	200,51576222476706	75680	233,35088935932646	75680	0	75680	200
75690	-0,0025914715219005581	75690	235,26556302096239	75690	197,83985747145209	75690	235,35088935932646	75690	0	75690	200
75700	-0,020410812472395345	75700	237,25692353490635	75700	198,2772639281998	75700	237,35088935932646	75700	0	75700	200
75710	-0,045705449029427775	75710	239,23787450726053	75710	198,38441778366448	75710	239,35088935932646	75710	0	75710	200
75720	-0,042376045117569122	75720	241,23215292940341	75720	198,30272709753686	75720	241,35088935932646	75720	0	75720	200
75730	-0,026689567884611153	75730	243,23330181250478	75730	199,94749095012764	75730	243,35088935932646	75730	0	75730	200
75740	-0,0029867165582194172	75740	245,23736286061038	75740	200,78766820654846	75740	245,35088935932649	75740	0	75740	200
75750	-0,0060037658941618855	75750	247,23849472343235	75750	200,21793629752912	75750	247,35088935932649	75750	0	75750	200
75760	0,0086309708903411168	75760	249,25515521774921	75760	200,79045510910714	75760	249,35088935932649	75760	0	75760	200
75770	0,0081626213978213142	75770	251,26063569378763	75770	199,81034782222756	75770	251,35088935932649	75770	0	75770	200
75780	0,028295921508779874	75780	253,26060055236212	75780	199,18511275079635	75780	253,35088935932649	75780	0	75780	200
75790	0,029147431498365572	75790	255,25897728354127	75790	198,98424825835446	75790	255,35088935932649	75790	0	75790	200
75800	0,023943998714784639	75800	257,24559920716445	75800	198,51369028333659	75800	257,35088935932652	75800	0	75800	200
75810	0,0046632552265706943	75810	259,2380772196783	75810	200,14678448980783	75810	259,35088935932652	75810	0	75810	200
75820	-0,023809656000617945	75820	261,23059336459488	75820	200,19069787513973	75820	261,35088935932652	75820	0	75820	200
75830	-0,024909333605455927	75830	263,22845152718372	75830	199,1825372695921	75830	263,35088935932652	75830	0	75830	200
75840	-0,010446462516559804	75840	265,23002655926416	75840	200,16489568892428	75840	265,35088935932652	75840	0	75840	200
75850	0,029813133547796914	75850	267,24119157698078	75850	201,19727439705187	75850	267,35088935932652	75850	0	75850	200
75860	0,043668007528325947	75860	269,25466512042937	75860	201,66540433755927	75860	269,35088935932652	75860	0	75860	200
75870	0,051655827157349135	75870	271,26318198141632	75870	200,62289428561894	75870	271,35088935932646	75870	0	75870	200
75880	0,030102298670288047	75880	273,26737577600528	75880	200,27219280654421	75880	273,35088935932646	75880	0	75880	200
75890	0,011777116808979993	75890	275,26634278690193	75890	200,09409950768807	75890	275,35088935932646	75890	0	75890	200
75900	0,028739178786754329	75900	277,27099697642137	75900	200,72705571288518	75900	277,35088935932646	75900	0	75900	200
75910	0,041836164812470079	75910	279,27632703525325	75910	200,18030433892568	75910	279,35088935932646	75910	0	75910	200
75920	0,039198259064970625	75920	281,27536738789922	75920	200,10398351490755	75920	281,35088935932646	75920	0	75920	200
75930	0,03920234712149754	75930	283,26745560505253	75930	198,87504617164686	75930	283,35088935932646	75930	0	75930	200
75940	0,022189792044060807	75940	285,25334123257682	75940	198,62563776043706	75940	285,35088935932646	75940	0	75940	200
75950	-0,025205157858345682	75950	287,23587910466921	75950	197,85666844847555	75950	287,35088935932652	75950	0	75950	200
75960	-0,0719110835712219	75960	289,22871242967005	75960	199,59966834218926	75960	289,35088935932652	75960	0	75960	200
75970	-0,087623788729838739	75970	291,22439517395065	75970	200,56851599221773	75970	291,35088935932652	75970	0	75970	200
75980	-0,0956146934927208	75980	293,218487952741	75980	199,5057195692718	75980	293,35088935932652	75980	0	75980	200
75990	-0,075019688547528593	75990	295,22879159619617	75990	201,27506402238731	75990	295,35088935932652	75990	0	75990	200
76000	-0,056341088946997742	76000	297,24059201446482	76000	201,25441108893463	76000	297,35088935932652	76000	0	76000	200
76010	-0,016059592988452435	76010	299,24968794024642	76010	200,15085402336979	76010	299,35088935932652	76010	0	76010	200
76020	0,014354134739253708	76020	301,25974510090685	76020	201,75605129898949	76020	301,35088935932652	76020	0	76020	200
76030	0,058968247011904174	76030	303,27126928256581	76030	201,14119924526784	76030	303,35088935932652	76030	0	76030	200
76040	0,057561483635664122	76040	305,26459779809215	76040	199,93229128944719	76040	305,35088935932652	76040	0	76040	200
76050	0,049101380335234424	76050	307,26224506062766	76050	199,80595983138051	76050	307,35088935932652	76050	0	76050	200
76060	0,0037100848042297208	76060	309,25604811030729	76060	199,9657365616913	76060	309,35088935932652	76060	0	76060	200
76070	-0,021402364001263351	76070	311,2408701191232	76070	198,19498598893847	76070	311,35088935932652	76070	0	76070	200
76080	-0,038573404414736293	76080	313,23451011397196	76080	198,07744352715463	76080	313,35088935932652	76080	0	76080	200
76090	-0,027596578444768122	76090	315,23828206809895	76090	199,34164335321478	76090	315,35088935932652	76090	0	76090	200
76100	-0,013522067731449055	76100	317,24186594431984	76100	199,84029170899012	76100	317,35088935932652	76100	0	76100	200
76110	0,014200474530966694	76110	319,25225259921831	76110	201,04061699637887	76110	319,35088935932652	76110	0	76110	200
76120	0,046236298176078605	76120	321,26494541509692	76120	201,91383668673882	76120	321,35088935932652	76120	0	76120	200
76130	0,050336649884371115	76130	323,26903255486712	76130	201,04792848577543	76130	323,35088935932652	76130	0	76130	200
76140	0,074501468055300307	76140	325,27561369148646	76140	200,17841069644359	76140	325,35088935932652	76140	0	76140	200
76150	0,076857017974472031	76150	327,27883179693981	76150	200,69108169507857	76150	327,35088935932652	76150	0	76150	200
76160	0,048679379942628664	76160	329,27643612462907	76160	198,47578967577175	76160	329,35088935932652	76160	0	76160	200
76170	0,0081912136709033825	76170	331,26413516510189	76170	198,06661189977277	76170	331,35088935932652	76170	0	76170	200
76180	-0,032177087289669948	76180	333,24918122454494	76180	197,86172137319662	76180	333,35088935932646	76180	0	76180	200
76190	-0,09154639609653413	76190	335,234923426866	76190	198,08591405255052	76190	335,35088935932646	76190	0	76190	200
76200	-0,10406751981611058	76200	337,2316110290821	76200	200,61443070130216	76200	337,35088935932652	76200	0	76200	200
76210	-0,097005086854277389	76210	339,23031293909742	76210	200,81696049041267	76210	339,35088935932652	76210	0	76210	200
76220	-0,056097438250867382	76220	341,23566981948994	76220	201,22564922755836	76220	341,35088935932652	76220	0	76220	200
76230	-0,026186577876421629	76230	343,24861565871942	76230	202,81767441983061	76230	343,35088935932652	76230	0	76230	200
76240	0,019406762882706145	76240	345,25300110864634	76240	200,45215763973445	76240	345,35088935932652	76240	0	76240	200
76250	0,049322957999207037	76250	347,2612784775713	76250	199,53373348088974	76250	347,35088935932652	76250	0	76250	200
76260	0,05770990874912485	76260	349,2621369398417	76260	201,47622595454783	76260	349,35088935932652	76260	0	76260	200
76270	0,064504581703647021	76270	351,25806140407195	76270	199,17358298444418	76270	351,35088935932652	76270	0	76270	200
76280	0,052214264866150557	76280	353,25134123491847	76280	199,91719914385789	76280	353,35088935932652	76280	0	76280	200
76290	0,0016487240162045298	76290	355,24873849014654	76290	200,59062825277778	76290	355,35088935932652	76290	0	76290	200
76300	-0,049833408300477978	76300	357,23638950946776	76300	198,26863441299895	76300	357,35088935932652	76300	0	76300	200
76310	-0,070354716041728008	76310	359,23106744975269	76310	198,34201889049814	76310	359,35088935932652	76310	0	76310	200
76320	-0,047806317719515365	76320	361,23711534182388	76320	201,21962404874645	76320	361,35088935932652	76320	0	76320	200
76330	-0,030329590561333646	76330	363,2428575253827	76330	200,36998478552872	76330	363,35088935932652	76330	0	76330	200
76340	-0,025565915785040437	76340	365,25049721342685	76340	199,95077230779253	76340	365,35088935932652	76340	0	76340	200
76350	0,022378048842242218	76350	367,26046869469042	76350	200,61311623885925	76350	367,35088935932652	76350	0	76350	200
76360	0,033987164366721022	76360	369,2659364796894	76360	199,97410991445952	76360	369,35088935932652	76360	0	76360	200
76370	0,022010309133219108	76370	371,26634036769809	76370	200,76550356830825	76370	371,35088935932652	76370	0	76370	200
76380	0,035899822228049327	76380	373,26683436755849	76380	200,63713789658519	76380	373,35088935932652	76380	0	76380	200
76390	0,064477486524251545	76390	375,26922917483097	76390	199,95794413983464	76390	375,35088935932652	76390	0	76390	200
76400	0,06017449203122343	76400	377,26541805891856	76400	199,58517745893363	76400	377,35088935932652	76400	0	76400	200
76410	0,045171950084533584	76410	379,25292721238941	76410	199,40539088899746	76410	379,35088935932652	76410	0	76410	200
76420	0,017585907223321165	76420	381,23921711575855	76420	198,36709737480686	76420	381,35088935932652	76420	0	76420	200
76430	-0,022652133625570652	76430	383,23021323105695	76430	199,22293400833226	76430	383,35088935932652	76430	0	76430	200
76440	-0,058534847054467244	76440	385,22362392909315	76440	199,89751272764477	76440	385,35088935932652	76440	0	76440	200
76450	-0,059338387841465119	76450	387,22360503612026	76450	199,40441051372065	76450	387,35088935932652	76450	0	76450	200
76460	-0,058605950037500923	76460	389,22844264947167	76460	199,42004707425889	76460	389,35088935932652	76460	0	76460	200
76470	-0,031865065731589218	76470	391,23690697881949	76470	201,01091870511019	76470	391,35088935932652	76470	0	76470	200
76480	0,026980046907564552	76480	393,257792317716	76480	201,39375235770353	76480	393,35088935932652	76480	0	76480	200
76490	0,028596214270770942	76490	395,26526750829089	76490	199,97597161210857	76490	395,35088935932652	76490	0	76490	200
76500	0,044961649102356026	76500	397,27258698856116	76500	201,1517257012591	76500	397,35088935932652	76500	0	76500	200
76510	0,04221380529173098	76510	399,27298610040572	76510	199,37417409313215	76510	399,35088935932652	76510	0	76510	200
